timestamp,value
2013-12-01 00:00:00,78.58726082
2013-12-01 01:00:00,77.53521019
2013-12-01 02:00:00,77.63065448
2013-12-01 03:00:00,78.12865125
2013-12-01 04:00:00,77.86603288
2013-12-01 05:00:00,77.44856207
2013-12-01 06:00:00,76.98370721
2013-12-01 07:00:00,75.4790699
2013-12-01 08:00:00,75.33305301
2013-12-01 09:00:00,75.89776898
2013-12-01 10:00:00,76.60147615
2013-12-01 11:00:00,74.71098020000002
2013-12-01 12:00:00,75.3552543
2013-12-01 13:00:00,74.87224431
2013-12-01 14:00:00,75.9791723
2013-12-01 15:00:00,75.47730656
2013-12-01 16:00:00,75.2003445
2013-12-01 17:00:00,76.27953207
2013-12-01 18:00:00,76.45168292
2013-12-01 19:00:00,76.07015052
2013-12-01 20:00:00,75.73563349999998
2013-12-01 21:00:00,77.0986277
2013-12-01 22:00:00,76.35243379
2013-12-01 23:00:00,76.91635076
2013-12-02 00:00:00,75.41786731
2013-12-02 01:00:00,76.54536726
2013-12-02 02:00:00,75.59756303
2013-12-02 03:00:00,74.89586951
2013-12-02 04:00:00,75.43229909
2013-12-02 05:00:00,74.50186087
2013-12-02 06:00:00,74.80732462
2013-12-02 07:00:00,73.08595318
2013-12-02 08:00:00,73.80861958
2013-12-02 09:00:00,73.38120847
2013-12-02 10:00:00,74.42042248
2013-12-02 11:00:00,75.53513849
2013-12-02 12:00:00,75.09092686
2013-12-02 13:00:00,75.56936508
2013-12-02 14:00:00,74.90652388
2013-12-02 15:00:00,74.082068
2013-12-02 16:00:00,75.77601988
2013-12-02 17:00:00,74.20052806
2013-12-02 18:00:00,75.23398924
2013-12-02 19:00:00,74.67382574
2013-12-02 20:00:00,74.65542741
2013-12-02 21:00:00,74.67489567
2013-12-02 22:00:00,74.8350368
2013-12-02 23:00:00,76.08893067
2013-12-03 00:00:00,75.15278013
2013-12-03 01:00:00,75.02923911
2013-12-03 02:00:00,75.85895688
2013-12-03 03:00:00,74.36103377
2013-12-03 04:00:00,75.5156958
2013-12-03 05:00:00,74.70868339
2013-12-03 06:00:00,73.83262026
2013-12-03 07:00:00,73.70124329
2013-12-03 08:00:00,73.63678504
2013-12-03 09:00:00,73.41637369
2013-12-03 10:00:00,73.80197277
2013-12-03 11:00:00,73.97767514
2013-12-03 12:00:00,74.83469243
2013-12-03 13:00:00,74.97139121
2013-12-03 14:00:00,73.77486044
2013-12-03 15:00:00,75.13503163
2013-12-03 16:00:00,73.87999867
2013-12-03 17:00:00,75.77548486
2013-12-03 18:00:00,75.01213492
2013-12-03 19:00:00,75.50478063
2013-12-03 20:00:00,76.25258396
2013-12-03 21:00:00,75.71050611
2013-12-03 22:00:00,77.20657998
2013-12-03 23:00:00,77.30399661
2013-12-04 00:00:00,75.91202374
2013-12-04 01:00:00,76.66853953
2013-12-04 02:00:00,75.74567822
2013-12-04 03:00:00,75.19938463
2013-12-04 04:00:00,76.19384417
2013-12-04 05:00:00,76.09302338
2013-12-04 06:00:00,76.04003915
2013-12-04 07:00:00,75.29326815
2013-12-04 08:00:00,74.21052551
2013-12-04 09:00:00,75.1991017
2013-12-04 10:00:00,74.06782191
2013-12-04 11:00:00,75.64687089
2013-12-04 12:00:00,74.70819726
2013-12-04 13:00:00,75.45305517
2013-12-04 14:00:00,74.00072839
2013-12-04 15:00:00,74.0555797
2013-12-04 16:00:00,74.61075053
2013-12-04 17:00:00,75.33297088
2013-12-04 18:00:00,75.94712761
